,City,Distances,Data,Name,Website,State,Latitude,Longitude
173,Marin Headlands,"Day 1 (Sat), 2 Days -Sat & Sun",10/26/2019,North Face Endurance Challenge Training Camp,http://www.scenaperformance.com,CA,37.8443,-122.529
174,Santa Clarita,"50K, 20K, 10K",10/26/2019,Santa Clarita Ultra & Trail Runs,http://www.pacificcoasttrailruns.com,CA,34.3585,-118.556
175,Granite Bay,100 Miler,11/2/2019,Rio Del Lago,http://www.rio100mile.com,CA,38.7207,-121.17
176,Woodside,"50K, 35K, 17K, 10K",11/2/2019,Woodside Trail Run,http://www.pctrailruns.com/event.aspx?dtid=12007,CA,37.4324,-122.291
177,San Jose,"Marathon, 1/2 Marathon, 10K, 5K",11/2/2019,ZombieRunner Halloween,http://www.coastaltrailruns.com/h_halloween.html,CA,37.2702,-121.95
178,Casto Valley,"50K, Marathon, 30K, 1/2 Marathon, 5 Miler",11/9/2019,Lake Chabot,http://www.coastaltrailruns.com/lc_lake_chabot.html,CA,37.7173,-122.104
179,Los Angeles,"30K, 1/2 Marathon, 10K",11/9/2019,Griffith Park Trail Run,http://griffithparktrailruns.com/,CA,34.1206,-118.291
180,Brea,"50K, 30K",11/9/2019,Chino Hills Trail Run Series Fall,http://www.runchinohills.com/,CA,33.9202,-117.827
181,Beatty,Last Person Standing,11/9/2019,Beatty's Backyard Ultra,http://desertdash.com/races/beattys-backyard-ultra/,NV,36.9086,-116.759
182,Sacramento,Training Program,11/16/2019,Sacfit Point-to-Point Marathon Training Run,http://sacfit.com/,CA,38.578,-121.357
183,Santa Barbara,"50 Miler, Marathon, 1/2 Marathon",11/23/2019,Santa Barbara Red Rock Trail Run,http://www.allwedoisrun.com/?page_id=23,CA,34.5465,-119.791
184,Agoura,"50K, 30K, 15K, 10K, 5K",11/23/2019,No Name 5030,https://www.socalultrarunning.com/no-name-5030-.html,CA,34.1543,-118.734
185,San Jose ,"1/2 Marathon, 10K, 5K",11/28/2019,Zoom Turkey Trot,http://www.coastaltrailruns.com/tt_turkey_trot.html,CA,37.2856,-121.81
186,"CA-2, La Cañada Flintridge","100 Miler, 24 Hours - Team, 24hrs",11/30/2019,SISU 24 Hour Ultra,http://www.sisuteam.com/,CA,34.1787,-117.978
187,Woodside,50K,11/30/2019,Mountain Brow House 50K,http://baytrailrunners.com/mountain-brow-house,CA,37.4501,-122.338
188,Ridgecrest,"50K, 30K",12/1/2019,Over The Hill Track Club High Desert 50K,http://www.OTHTC.com/ultra,CA,35.5676,-117.67
189,Walnut Creek,"Runner Package # 3, Runner Package # 2, Runner Package # 1",12/1/2019,Coastal Frequent Runner & Group Packages,http://www.CoastalTrailRuns.com,CA,37.9101,-122.065
190,Malibu,"50 Miler, 50K, 30K",12/7/2019,Ray Miller 50/50,http://raymiller5050.com/,CA,34.0836,-119.036
191,Los Osos,"50K Sat, 37K Sat, 25K Sat, 13K Sat, 8K Sat, 25K Sun, 13K Sun, 8K Sun",12/7/2019,Spooner's Cove,http://www.coastaltrailruns.com/sc_spooners_cove.html,CA,35.2576,-120.856
192,Friant,"100K, 50K",12/7/2019,San Joaquin River Trail 50k & 100k Run,http://www.sanjoaquinrunning.com/sjrtultra/,CA,37.0094,-119.638
193,San Francisco,"50 Miler, 50K",12/8/2019,Hunter S. Thompson Fear & Loathing,http://www.run100s.com/hst.htm,CA,37.7544,-122.448
194,Sausalito,"50K, 30K, 20K, 8K",12/14/2019,Rodeo Beach Trail Run,http://www.pacificcoasttrailruns.com,CA,37.8318,-122.54
195,Folsom,"50K, 30K, 15K",12/14/2019,Snowberry Creek,https://amyandmark3.wixsite.com/ssmountainracing/snowberry?fbclid=IwAR1myLTgWC5TLh6d6AvZNhjYvJPWlrUt-jFExC26wro2gxHsetCgrCgxwMY,CA,38.6779,-121.191
196,Fremont,"Marathon, 30K, 1/2 Marathon, 10K, 5K",12/15/2019,ZombieRunner Quarry Lakes,http://www.coastaltrailruns.com/zrql_zombierunner_quarry_lakes.html,CA,37.5795,-122.007
197,Anywhere,Virtual Race,12/15/2019,Pacific Coast Trail Runs - Virtual Trail Racing,http://www.pacificcoasttrailruns.com,US,37.7749,-122.419
198,Redwood City,"50K, 35K, 1/2 Marathon, 10K",12/21/2019,Woodside Ramble,http://www.insidetrail.com/,CA,37.4363,-122.299
199,Agoura Hills,"50K, Marathon, 30K, 1/2 Marathon, 10K",12/21/2019,Paramount Ranch Trail Runs,http://paramountranchtrailruns.com/,CA,34.1188,-118.758
200,San Francisco,"24hrs - 2 Per Relay, 24hrs - 3 Per Relay, 24hrs - 4 Per Relay, 24hrs, 12hrs, 12hrs - 2 Per Relay,",12/31/2019,New Year's One Day,http://www.coastaltrailruns.com/nyod_new_year_one_day.html,CA,37.8047,-122.464
201,Oakland,"100K, 50 Miler, 50K",12/31/2019,Run Your First,http://scenaperformance.com/events/run-your-first-ultra-training-program/,CA,37.786,-122.224
202,San Luis Obispo,"50K, 25K, 10K",1/4/2020,La Cuesta Ranch Trail Run,http://www.allwedoisrun.com,CA,35.2934,-120.644
203,Pacifica,"30K, 1/2 Marathon, 10K",1/11/2020,Pacifica Foothills Trail Run,http://www.insidetrail.com/ai1ec_event/pacifica-foothills-trail-run/,CA,37.5806,-122.476
204,Malibu,"50K, Marathon, 30K",1/11/2020,Sean O'Brien 50k/26.2/30k,http://seanobrientrailruns.com/,CA,34.098,-118.731
205,Yermo,"50K, 30K",1/26/2020,Calico Trail Run,http://www.CalicoTrailRun.org/,CA,34.9421,-116.867
206,Salinas,"50K, 25K, 10K",2/1/2020,Fort Ord Trail Run,http://www.insidetrail.com/ai1ec_event/fort-ord-trail-run/,CA,36.5881,-121.751
207,Salinas,100K,2/1/2020,Ordnance 100K,http://www.insidetrail.com/ai1ec_event/ordnance-100k/,CA,36.5877,-121.751
208,Rodeo Beach,"50K, Marathon, 30K, 1/2 Marathon, 5 Miler",2/8/2020,Golden Gate Trail Run - Winter,http://www.coastaltrailruns.com/gg_golden_gate.html,CA,37.8302,-122.537
209,Malibu,"100K, 50 Miler",2/8/2020,Sean O'Brien 100K/50M,http://sob5050.com/,CA,34.005,-118.81
210,Castro Valley,"50K, 30K, 1/2 Marathon, 10K, 5K",2/22/2020,Chabot/Redtail Ridge Trail Run,http://www.insidetrail.com/ai1ec_event/chabot-trail-run/,CA,37.717,-122.105
211,Sonora,"5K, 10K",2/23/2020,Dragoon Gulch Run,http://dragoongulchrun.com,CA,37.9829,-120.382
212,Cerritos,"24hrs, 100K, 50K - Morning, Marathon, 30K, 12hrs, 10K, 6hrs",2/28/2020,Orange Curtain,http://www.orangecurtainrun.com/,CA,33.8531,-118.101
213,Coloma,50K,2/29/2020,Salmon Falls 50K,http://www.salmonfalls50k.com,CA,38.8105,-120.91
214,Los Gatos,"50K, 18 Miler, 24hrs",2/29/2020,"Terrible, Horrible, No Good, Very Bad Day 50k",http://greateridiot.blogspot.com/p/terrible-horrible-no-good-very-bad-day.html,CA,37.2002,-121.98
215,Auburn,"50K, 31K, 5 Miler",3/7/2020,Chanoko Trail Runs,http://www.totalbodyfitness.com,CA,38.7428,-121.152
216,Sausalito,"50 Miler, 50K, 25K",3/14/2020,Marin Ultra Challenge,http://insidetrail.com/calendar/marin-ultra-challenge/,CA,37.8336,-122.476
217,Los Angeles,"50K, Marathon, 1/2 Marathon",3/14/2020,Griffith Park Trail Marathon,http://griffithparktrailmarathon.com/,CA,34.1202,-118.292
218,Fremont,"1/2 Marathon, 10K, 5K",3/15/2020,Zoom St. Patrick's Day,http://www.coastaltrailruns.com/ql_spr_quarry_lakes.html,CA,37.5795,-122.007
219,Santa Barbara,"35 Miler, 35 Mile - 2 Person Relay",3/21/2020,Nine Trails 35 Mile Endurance Run,http://www.allwedoisrun.com,CA,34.4534,-119.73
220,San Francisco,"1/2 Marathon, 10K, 5K",3/21/2020,Sports Basement San Francisco,http://www.coastaltrailruns.com/sbsf_sports_basement_san_francisco.html,CA,37.8058,-122.449
221,Folsom,"50 Miler, 25 Miler",4/4/2020,American River,http://www.ar50mile.com/,CA,38.7179,-121.1
222,Redwood City,"50K, 35K, 1/2 Marathon, 10K",4/5/2020,Woodside/Purisima Creek Crossover,http://insidetrail.com/calendar/woodside-crossover-trail-run/,CA,37.4416,-122.293
223,Folsom,"50K, 35K, 1/2 Marathon, 10K",4/18/2020,Folsom Lake Trail Run,http://www.insidetrail.com/ai1ec_event/folsom-lake-trail-run/,CA,38.6916,-121.132
224,Lake Hughes,"50 Miler, 50K, 30K",4/25/2020,Leona Divide,http://leonadivide5050.com,CA,34.6729,-118.44
225,Lone Pine,"50 Miler, 50K, Marathon, 10 Miler",5/2/2020,Wild Wild West Marathon And Ultras,http://lonepinechamber.org/event/wild-wild-west-marathon/,CA,36.5637,-118.129
226,San Jose,"100K, 50K",5/9/2020,Quicksilver Endurance Runs,http://quicksilver-running.com/Quicksilver-100k/50k,CA,37.1742,-121.825
227,Mount Baldy ,"100 Miler, 100K, 50K",5/9/2020,Baldy Marathons CA,https://baldymarathons.wordpress.com/2019/06/28/example-post/,CA,34.235,-117.659
228,Rodeo Beach,"50 Miler, 50K",5/16/2020,San Francisco 50/50 Endurance Runs,http://www.coastaltrailruns.com/sf50.html,CA,37.8327,-122.538
229,Fremont,50K,5/17/2020,Ohlone,http://ohlone50k.com,CA,37.5044,-121.908
230,Riverside,"100 Miler, 24hrs, 24 Hours - 4 Person Relay, 12hrs, 6hrs",5/23/2020,Nanny Goat 12/24/100,http://www.wildhorseracing.net,CA,33.9215,-117.4
231,Bishop,"100K, 50 Miler, 55K, 20M Fun Run, 6K Really Fun Run",5/30/2020,Bishop High Sierra Ultras,http://bishopultras.com,CA,37.3781,-118.493
232,Glendale,"50K, Marathon, 13 Miler",5/30/2020,Mount Lukens Trail Runs,http://www.mountlukenstrailruns.com,CA,34.2495,-118.253
233,Fish Camp,"50K, 20K",6/6/2020,Shadow of the Giants,http://www.sanjoaquinrunning.com,CA,37.4782,-119.639
234,Emerald Bay,14 Miler,6/7/2020,Lake Tahoe Rubicon Trail 1/2,http://e3running.com,CA,38.9566,-120.083
235,Sausalito,"50K, 30K, 1/2 Marathon, 8K",7/18/2020,Rodeo Valley Trail Run,http://www.insidetrail.com/ai1ec_event/rodeo-valley-trail-run/,CA,37.8305,-122.537
236,Wrightwood,100 Miler,8/1/2020,Angeles Crest 100 Mile Endurance Run,http://www.ac100.com/,CA,34.3605,-117.633
237,Castro Valley,50K,8/2/2020,Skyline 50k Endurance Run,http://scenaperformance.com/events/skyline-50k/,CA,37.7284,-122.114
238,Rodeo Beach,"50K, Marathon, 30K, 1/2 Marathon, 5 Miler",8/8/2020,Golden Gate Trail Run (Summer),http://www.coastaltrailruns.com/gg_smmr_golden_gate.html,CA,37.8327,-122.538
239,Lake Tahoe,7 Miler,9/13/2020,Emerald Bay Trail Run,http://www.tahoetrailrunning.com/trail-runs/emerald-bay-trail-run/,CA,38.9655,-120.079
240,Lakewood,"100K, 50 Miler, 50K, 1/2 Marathon, 10K",9/28/2019,The Bear Chase,http://www.bearchaseraceseries.com/,CO,39.6509,-105.142
241,Ouray,13.2 Miler,9/28/2019,Ouray Mountain Trail Run,http://ouraytrailrun.org/,CO,38.0296,-107.673
242,Crested Butte,"105K, 55K",9/28/2019,Crested Butte Ultra,http://www.madmooseevents.com/,CO,38.8986,-106.965
243,Pagosa Springs,"13 Miler, 10K, 5K",9/28/2019,Cha Cha Trail Races,https://www.pagosafun.com,CO,37.2675,-107.009
244,Telluride,1/2 Marathon,10/5/2019,Deep Creek Trail Half Marathon,http://www.tellurideboxcanyonrunning.com,CO,37.9532,-107.895
245,Franktown,"Marathon, 1/2 Marathon, 10hrs, 6hrs",10/5/2019,Castlewood Canyon Fun Run,http://www.sasquatchrunningcompany.com,CO,39.3331,-104.742
246,Sedalia,"50 Miler, 55K, 15 Miler",10/12/2019,Indian Creek Fifties,http://humanpotentialrunning.com/races/indian-creek-fifties/,CO,39.3788,-105.1
247,Questa,"10K, 5K",10/13/2019,Pick Your Poison 5k & 10k Trail Runs,http://www.PickYourPoisonRace.com,NM,36.6623,-105.68
248,Fort Collins,Marathon,10/19/2019,Blue Sky Trail Marathon,http://www.blueskymarathon.com,CO,40.5183,-105.168
249,Gunnison,"50K, 28K, 13K, 5K",10/26/2019,Sage Burner Trail Races,http://sageburnertrailrun.com/,CO,38.513,-106.931
250,Golden,"50K, 17 Miler",12/14/2019,Sawmill 17 & 50K+,https://humanpotentialrunning.com/sawmill/,CO,39.8181,-105.287
251,Laramie,"22 Miler, 11 Miler",1/11/2020,Twin Mountain Trudge, https://www.facebook.com/twinmountaintrudge  ,WY,41.1858,-105.394
252,Colorado Springs,"30hrs, 15hrs, 6hrs",2/8/2020,Stories Ultra,http://humanpotentialrunning.com/stories-ultra,CO,38.7389,-104.825
253,Pueblo,"Marathon, 1/2 Marathon",2/23/2020,Pueblo Marathon and Half,http://www.madmooseevents.com/#!pueblo-marathon/lhtjv,CO,38.274,-104.772
254,Colorado Springs,"50K, 25K, 10K",4/11/2020,Rattler Trail Race,http://www.madmooseevents.com/,CO,38.8683,-104.76
255,Fruita,"50K, 26 Miler, 1/2 Marathon, 10K",4/18/2020,Desert Rats Trail Running Festival,http://www.geminiadventures.com/trail-running-festival/,CO,39.172,-108.833
256,Colorado Springs,"50 Miler, Marathon, Military Heavy, 1/2 Marathon",4/25/2020,Falcon 50,https://www.facebook.com/groups/426357351238287/?hc_location=ufi,CO,39.0096,-104.882
257,Colorado Springs,"50K, 50K - 2 Person Relay, 50K - 5 Person Relay, 5K",5/2/2020,Cheyenne Mountain Ultra 10x5k,http://www.treelineracingco.com,CO,38.7292,-104.833
258,Colorado Springs,"5 Miler, 5K",5/2/2020,Take 5 in the Garden,https://www.madmooseevents.com/take-5-in-the-garden,CO,38.8771,-104.872
259,Golden,"1/2 Marathon, 12H Relay, 12hrs",5/9/2020,Tommyknocker 12-Hour & The Mine Shaft Half,http://humanpotentialrunning.com/races/tommyknocker-ultras/,CO,39.7976,-105.248
260,Colorado Springs,"50K, 25K, 10K",5/16/2020,Cheyenne Mountain Trail Race,http://www.pikespeaksports.us/page/2016-cheyenne-mountain-trail-race-50k-25k-10k-ish,CO,38.7288,-104.84
261,Colorado Springs,"10 Miler, 4 Miler",5/23/2020,High Drive Challenge,http://www.madmooseevents.com/,CO,38.8214,-104.862
262,Colorado Springs,"50K, Marathon, 1/2 Marathon, 4 Miler",5/30/2020,Valkyrie Trail Race,https://www.madmooseevents.com/,CO,38.731,-104.821
263,Buffalo Creek,"50 Miler, 50K",6/6/2020,North Fork 50 Mile/50K,http://www.northfork50.com/,CO,39.3879,-105.275
264,Fairplay,"Marathon, 1/2 Marathon",6/6/2020,South Park Trail Marathon & Half,http://humanpotentialrunning.com/races/south-park-marathon/,CO,39.2247,-106.004
265,Westminster,"200 Miler, 150 Miler, 100 Miler, 100K, 50 Miler, Marathon, 1/2 Marathon",6/11/2020,Happy Camper Fun Run,http://www.happycamperfunrun.com,CO,39.8731,-105.131
266,Fruita,150 Miler,6/14/2020,Desert RATS Kokopelli 150,http://www.geminiadventures.com/,CO,39.172,-108.833
267,Divide,"Marathon, 25K",6/20/2020,Mueller Marathon,http://www.madmooseevents.com/,CO,38.8871,-105.18
268,Lake City,50 Miler,6/27/2020,San Juan Solstice 50,http://www.sjs50.com/,CO,38.0279,-107.317
269,Silverton,"10K, 5K, 2K",7/4/2020,Blue Ribbon Run,https://www.silvertonalpinerunning.com/events/blue-ribbon-run/,CO,37.8119,-107.665
270,Leadville,5K,7/4/2020,Leadville Firecracker 5K,http://leadvillesportshall.com/events.html,CO,39.2503,-106.292
271,Silverton,"50K, Marathon, 8 Miler",7/11/2020,Silverton Alpine Marathons,https://www.aravaiparunning.com/silverton/,CO,37.8484,-107.68
272,Fairplay,"100 Mile - 2 Person Relay, 100 Miler",7/11/2020,Silverheels 100,http://humanpotentialrunning.com/silverheels-100/,CO,39.2254,-105.994
273,Silverton,"12 Miler, 11K",7/12/2020,Kendall Mountain Run,https://www.aravaiparunning.com/kendall/,CO,37.8119,-107.665
274,Fairplay,50 Miler,7/12/2020,Last Call 50 Miler,http://humanpotentialrunning.com/last-call-50/,CO,39.2256,-105.995
275,Colorado Springs,10K,7/18/2020,Classic 10k,https://www.madmooseevents.com,CO,38.9305,-104.815
276,Ouray,"100 Miler, 50 Miler",7/24/2020,Ouray 100 and 50 Mile Endurance Run,http://www.ouray100.com,CO,38.0296,-107.673
277,Colorado Springs,"50 Miler, 50K, 30K",7/25/2020,Pikes Peak Ultra,http://www.madmooseevents.com/,CO,38.8212,-104.861
278,Taos Ski Valley,10K,8/1/2020,Up & Over 10K Trail Run,http://www.taosskivalley.com/trailrun,NM,36.5946,-105.449
279,Fairplay,"50 Miler, 50K",8/1/2020,Sheep Mountain Endurance Runs,http://humanpotentialrunning.com/sheep-mountain-50/?preview=true,CO,39.2252,-105.994
280,Lake City,100 Miler,8/14/2020,HighFive100,http://www.highfive100.com,CO,38.0284,-107.317
281,Telluride,"38 Miler, 22 Miler, 14 Miler",8/22/2020,Telluride Mountain Run,http://www.runtelluride.com/,CO,37.9357,-107.814
282,Cheyenne,"8 Miler, 4 Miler",8/29/2020,Antelope Dash,http://www.antelopedash.org/,WY,41.1901,-105.243
283,Denver,Membership,9/1/2020,Human Potential Running Series Membership,http://www.humanpotentialrunning.com,CO,39.7392,-104.99
284,Westcliffe,"200 Miler, 100 Miler, 50 Miler, 50K, 27K",9/16/2020,Sangre de Cristo Ultras,http://humanpotentialrunning.com/sangre-de-cristo/,CO,37.9347,-105.456
285,Carlisle,"50 Miler, 50K, 1/2 Marathon, 10K",9/28/2019,TARC Fall Classic,http://www.trailanimals.com,MA,42.5587,-71.354
286,East Dorset,"48hrs Fri, 24hrs Fri, 50K Sat., Mar Sat. Day, 24hrs Sat., 12hr Sat Night, 12hr Sat Day, 6hrs Sat.,",9/28/2019,Beebe Farm 48,http://www.netrailruns.com/vtmultiday,VT,43.2532,-73.0072
287,Mountainside,"9hrs, 6hrs, 5K, 3hrs",9/28/2019,The Squatchung Surprise,https://www.sassquadtrailrunning.com,NJ,40.6868,-74.3747
288,Groton,2hrs,9/28/2019,Sheep Farm Trail Run,https://www.facebook.com/pg/sheepfarmtrailrun/posts/?ref=bookmarks&mt_nav=0,CT,41.3549,-72.0194
289,Washington Depot,10K,9/29/2019,Steep Rock Trail Series-Steep Rock 10K,http://steeprocktrailseries.com/,CT,41.6215,-73.3247
290,Tunkhannock,5 Miler,10/5/2019,Howland Preserve 5 Mile Trail Race by Williams,https://www.howlandpreserve.com/run.html,PA,41.55,-76.0097
291,New London,16K,10/5/2019,a Pleasant Ridge Run,http://teamampactive.org/pleasant.php,NH,43.4285,-71.9757
292,Center Conway,Last Person Standing,10/5/2019,Bubba's Backyard Ultra,https://runthewhites.com/pages/bubbas-backyard-ultra,NH,43.9692,-71.0926
293,Reading,50K,10/6/2019,Blues Cruise,http://www.bluescruiseultra.com/,PA,40.3892,-76.042
294,Ashford,"Marathon, Marathon Relay",10/6/2019,NipMuck Trail Marathon,http://shenipsitstriders.org/club-races/nipmuck-trail-marathon.html,CT,41.8795,-72.1959
295,Rocky Point,"100 Miler, 100K, 50 Miler, 50K, 10 Miler",10/12/2019,Tesla Hertz Run,http://teslahertzrun.com/,NY,40.9444,-72.9531
296,Ong's Hat,"55 Miler, 33 Miler",10/12/2019,Batona Trail Races,http://www.batonatrailraces.com,NJ,39.9118,-74.62
297,Amherst,"Marathon, 13.1M Relay, 1/2 Marathon, 6hrs, 6 Hours -  Relay",10/12/2019,Joe English Twilight Challenge,http://www.joe-english.org/,NH,42.9127,-71.6318
298,,"100 Miler, 50 Miler, 30 Miler",10/12/2019,Midstate Massive Ultra Trail,https://www.newenglandraceevents.com/midstate-massive-ultra-trail,,42.7748,-71.9
299,Upper Black Eddy,"50 Miler, 50K, Marathon",10/12/2019,MuleSkinner Endurance Races,http://spirit-trips.com/muleskinner/,PA,40.5058,-75.0697
300,Brookline,"Ultra, 15 Mile Race, Relay",10/19/2019,TARC Ghost Train Trail Races,http://sites.google.com/site/ghosttrainrailtrailrace/,NH,42.8244,-71.6471
301,Dover,"8.3 Miler, 5.6 Miler, 3.1 Miler, 1.5 Miler",10/19/2019,Powisset Farm Trail Run - Fall,http://www.sunmultisportevents.com/Powisset_Trail_Run.htm,MA,42.2459,-71.2829
302,Stowe,"Marathon, 1/2 Marathon",10/19/2019,Trapp Lodge Mountain Marathon,http://www.trappmountainmarathon.com/,VT,44.4656,-72.7446
303,Garrison,"50K, 1/2 Marathon, 5K, Mile",10/19/2019,Castle to River Run,http://www.friendsofphilipstownrecreation.org/events.html,NY,41.3674,-73.9524
304,Titusville,50K,10/19/2019,Trails4Tails Fest 50K,http://www.trails4tailsfest.org,NJ,40.3014,-74.8623
305,Jamesville,6hrs,10/19/2019,Clark 6 Hour Classic,http://www.saltcitytrailrunning.com,NY,42.9661,-76.0577
306,Cornwall,"Marathon, 1/2 Marathon, 10K, 5K",10/19/2019,Mohawk Mountain Race,https://www.steependurance.com/mohawk-mountain-race.html,CT,41.8389,-73.3159
307,Mountainville,"20 Miler, 10 Miler",10/20/2019,Great Schunemunk Traverse,http://www.longpathraces.com/great-schunemunk-traverse,NY,41.4025,-74.0799
308,Philadelphia,"60K, 40K, 20K",10/26/2019,Pennypack Trail Fest,http://www.uberendurancesports.com/pennypacktrailfest.html,PA,40.0887,-75.0676
309,Norwich,"50K, Marathon, 1/2 Marathon",10/27/2019,"Norwitch Halloween Halfwitch, Fullwitch & Ultra",https://www.runthewitch.com,VT,43.7132,-72.3065
310,Walpole,"7.8 Miler, 6 Miler, 3.4 Miler, 2 Mile Canciross",10/27/2019,Adams Farm Trail Run,http://barntorun.com/events/adams-farm-trail-run/,MA,42.1853,-71.2494
311,Ipswich,50K,11/2/2019,Stone Cat Trail Race,http://sites.google.com/site/stonecattrailraces/,MA,42.6864,-70.8808
312,New Boston,"30hrs Relay, 30hrs, 24hrs, 24hrs Relay, 12hrs Relay, 12hrs, 6hrs, 6hrs Relay",11/2/2019,The Hamsterwheel,http://www.facebook.com/hmstrwheel,NH,42.9821,-71.6824
313,Cornwall,"25K trail, 12K carriage road",11/2/2019,Black Rock Races,http://blackrockraces.com,NY,41.4196,-74.0097
314,Voluntown,"50 Miler, Marathon, 1/2 Marathon",11/2/2019,The Pachaug Trail Runs,https://www.liveloudrunning.com/event-info/the-pachaug-trail-runs,CT,41.5926,-71.8705
315,West Suffield,56 Miler,11/2/2019,The Cross-Connecticut Run for Mental Health Awareness,https://www.facebook.com/events/379086592751782/,CT,41.9979,-72.7673
316,Monson,"10K, 5K, 4hrs",11/3/2019,Peaked Mountain 5k / 10k,https://www.facebook.com/events/835505236553672/?active_tab=highlights,MA,42.0491,-72.3513
317,Westborough,1/2 Marathon,11/3/2019,Al's Mammoth Trail Half Marathon,http://www.highlandcitystriders.org/,MA,42.2952,-71.6036
318,Washington,15K,11/3/2019,Steep Rock Trail Series-Hidden Valley 15K,http://www.steeprocktrailseries.com/hidden-valley/,CT,41.654,-73.3182
319,Lagrangeville,"50K, 10K",11/3/2019,Fall Back into the Trails 10K & 50K,https://www.facebook.com/events/272799856540606/,NY,41.6728,-73.7599
320,Roxbury,"Marathon, 1/2 Marathon",11/9/2019,Roxbury Marathon,http://roxburyraces.net/marathon,CT,41.5487,-73.3137
321,Winchester/Lexington,"6hrs, 5K",11/16/2019,TARCkey Trot,http://trailanimals.com/,MA,42.4418,-71.1742
322,Union Vale,1/2 Marathon,11/17/2019,Hot Iron Half Marathon Trail Race,http://www.hotironhalf.com,NY,41.6504,-73.7012
323,Washington Depot,1/2 Marathon,11/17/2019,Steep Rock Trail Series-Steep Rock Half Marathon,http://steeprocktrailseries.com/steep-rock/,CT,41.6212,-73.325
324,Southington,400 Minutes,11/24/2019,CT Trailmixers Fall Fling 400 Trail Race,http://www.cttrailmixers.com,CT,41.5891,-72.8398
325,Roxbury,5K,11/28/2019,Roxbury Thanksgiving Day Race,http://roxburyraces.net,CT,41.5495,-73.314
326,West Orange,"10K, 5K",11/30/2019,Squatchy Leftovers 5K & 10K,https://www.sassquadtrailrunning.com,NJ,40.765,-74.2749
327,Moutainside,10K,12/1/2019,Beat The Bumble,https://www.facebook.com/events/293750157884113/,NJ,40.6852,-74.372
328,Marlborough,10 Miler,12/1/2019,Tough 10 Mile Turkey Trot,http://www.highlandcitystriders.org/Turkey_Trot.html,MA,42.3551,-71.5246
329,Stoneham,"40 Miler, 32 Miler",12/7/2019,TARC Fells Trail Winter Ultra,http://www.trailanimals.com,MA,42.4683,-71.11
330,Stratford,5K,12/14/2019,Frosty Forest 5K,http://frostyforest5k.com/index.htm,CT,41.252,-73.1278
331,Leesport,"50K, 25K",12/14/2019,Naked Nick,http://www.uberendurancesports.com/nackednick.html,PA,40.3873,-76.0417
332,Springfield,50K,12/21/2019,Seth's Fat Ass 50K,http://fatass50.com,MA,42.0847,-72.5654
333,Hewitt,"10K, 5K",12/21/2019,Squatchayanda Ugly Sweater Night Trail Run,https://www.sassquadtrailrunning.com,NJ,41.1957,-74.3919
334,Hamden,8hrs,12/28/2019,The West Rock Winter Fat Ass Extravaganza,https://www.liveloudrunning.com/,CT,41.3601,-72.9675
335,West Orange,"6hrs, 3.1 Miler, 3hrs",1/25/2020,Frosty Fat Sass,https://www.sassquadtrailrunning.com,NJ,40.7652,-74.2753
336,Westwood,"30hrs, 15 Miler",2/1/2020,TARCtic Frozen Yeti Trail Races,https://www.facebook.com/groups/504309759633045/,MA,42.2341,-71.228
337,Leesport,"40 Miler, 20 Miler",2/29/2020,Naked Bavarian,http://www.uberendurancesports.com/,PA,40.3866,-76.0431
338,Rupert,"50K, 25K Drop-down, 25K",3/1/2020,Merck Forest Snowshoe Ultra,http://www.netrailruns.com/snowshoe,VT,43.274,-73.1724
339,Branchville,"6H Sat  + 6H Sun, 5K + 5K, 3hrs + 6hrs, 3Hrs +3 Hrs, 6hrs Sat, 6Hrs Sun, 5K Sun, 5K Sat, 3hrs Sat,",3/14/2020,Double Squatch,http://www.sassquadtrailrunning.com,NJ,41.2022,-74.7735
340,Delaware Water Gap,40 Miler,3/21/2020,The MT. TAMMANY 10!,https://athletic-equation.com/,NJ,40.9704,-75.126
341,Leesport,"50 Miler, Marathon",3/28/2020,Naked Prussian,http://www.uberendurancesports.com/nakedprussian.html,PA,40.3872,-76.0419
342,Pomfret,50K,4/4/2020,Runamuck 50k,https://m.facebook.com/Runamuck-50k-453018411482537/?ref=bookmarks,VT,43.6651,-72.5432
343,North Conway,"10K, 5K",4/4/2020,Spring Run Off,https://www.rockhopperraces.com/new-page-1,NH,44.0515,-71.1276
344,West Orange,Last man standing,4/11/2020,The Last Squatch Standing,https://www.facebook.com/events/1827299587303064??ti=ia,NJ,40.7652,-74.275
345,Bloomfield,"50K, 17K",4/18/2020,Traprock 50,http://www.traprock50.com/,CT,41.8381,-72.7846
346,Stratford,6hrs,4/18/2020,Enchanted Forest Ultra Run,http://www.ef6ultrarun.com./,CT,41.252,-73.1278
347,Philadelphia,"Marathon, 1/2 Marathon",4/18/2020,Philadelphia Trail Marathon,http://www.uberendurancesports.com,PA,40.0465,-75.2167
348,Pittsfield,"500 Miler, 200 Miler, 200 Mile - 2 Person Relay, 100 Miler, 50 Miler, 50K, 10 Miler",4/30/2020,Peak Blood Root Ultra,http://www.peakraces.com,VT,43.7631,-72.8163
349,Tamworth,"24hrs, 24 Hours - 4 Person Relay, 12hrs, 12 Hours - 4 Person Relay, 6hrs, 6 Hours - 4 Person Relay",5/2/2020,White Lake Ultras,http://www.rockhopperraces.com,NH,43.8359,-71.2087
